chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high
chr1,206584177,206584178,.,-0.1611346458826119,-,m:93,95,m:92,93,m:97.89,m:98.92,0.97894734,0.9892473,1.0,-0.0102999434069043,-0.0834549523357286,-0.2024513565550573,0.3693612612265146
chr1,206584178,206584179,.,0.2655618017166716,+,m:130,131,m:110,110,m:99.24,m:100.00,0.99236643,1.0,1.0,-0.01,-0.174963654583907,-0.0785052114538585,0.4284325206216726
chr1,206584179,206584180,.,-0.3001558450972652,-,m:86,89,m:69,72,m:96.63,m:95.83,0.96629214,0.9583333,1.0,0.0079588014981273,0.04184914802115,-0.2688211810921198,0.3525194771344198
chr1,206584201,206584202,.,0.5394127980824237,+,m:109,112,m:69,74,m:97.32,m:93.24,0.97321427,0.9324324,1.0,0.0375675675675675,0.1971091645079417,-0.0965068179513566,0.49072514696724
chr1,206584202,206584203,.,0.3242136418277255,-,m:97,98,m:93,93,m:98.98,m:100.00,0.9897959,1.0,1.0,-0.010204081632653,-0.2023756371516132,-0.0813576323454727,0.4861089066486992
chr1,206584227,206584228,.,5.958866123753637,+,m:106,130,m:97,101,m:81.54,m:96.04,0.8153846,0.96039605,0.0047205271874037,-0.14,-0.4875622397766816,0.2275931474107709,0.7475313321425925
chr1,206584228,206584229,.,0.8696175659845835,-,m:78,82,m:92,93,m:95.12,m:98.92,0.9512195,0.9892473,1.0,-0.038027799632835,-0.2376349179534345,-0.059270904848377,0.534540740755246
chr1,206584272,206584273,.,1.8842108606907573,+,m:109,137,m:100,112,m:79.56,m:89.29,0.79562044,0.89285713,0.2089058368877266,-0.0899999999999999,-0.2712533681964215,0.0215764071507341,0.5209303292421089
chr1,206584273,206584274,.,1.1664646860187418,-,m:85,97,m:89,94,m:87.63,m:94.68,0.87628865,0.9468085,0.2220682899725484,-0.0705198508444834,-0.2533731668121595,-0.0302978600013877,0.5370441936257068
chr1,206584304,206584305,.,2.789548668794908,+,m:122,134,m:106,108,m:91.04,m:98.15,0.9104478,0.9814815,0.0820390311785977,-0.0699999999999999,-0.3348063522361637,0.081356818217883,0.5882558862544445
chr1,206584305,206584306,.,0.1634300912027129,-,m:78,84,m:79,82,m:92.86,m:96.34,0.9285714,0.9634146,1.0,-0.0348432055749128,-0.1561816077223068,-0.148085892047655,0.4604491074922686
chr1,206584395,206584396,.,15.047063633818254,+,m:101,133,m:111,113,m:75.94,m:98.23,0.7593985,0.9823009,4.4173936339e-06,-0.2199999999999999,-0.7584858163042916,0.507730238439355,1.0092413941692282
chr1,206584396,206584397,.,13.344662969128024,-,m:64,92,m:89,92,m:69.57,m:96.74,0.6956522,0.9673913,1.1452789711e-06,-0.2717391304347826,-0.8055980633253748,0.5166171394516427,1.0945789871991067
chr1,206584407,206584408,.,6.293663332776418,+,m:104,133,m:99,105,m:78.20,m:94.29,0.7819549,0.94285715,0.0036828455709577,-0.1599999999999999,-0.4889179141500857,0.2330498404683069,0.7447859878318644
chr1,206584408,206584409,.,6.4537202877008895,-,m:81,94,m:97,98,m:86.17,m:98.98,0.86170214,0.9897959,0.0012595811729783,-0.1280937907077725,-0.5597003058057739,0.2767424598397861,0.8426581517717617
chr1,206584411,206584412,.,8.827114088206145,+,m:92,117,m:96,99,m:78.63,m:96.97,0.7863248,0.969697,0.000224905011697,-0.1796969696969697,-0.6111241788031196,0.3434759101296613,0.878772447476578
chr1,206584412,206584413,.,19.05671956833379,-,m:51,84,m:78,80,m:60.71,m:97.50,0.60714287,0.975,3.6979542e-09,-0.3678571428571429,-1.037275534093669,0.7310894993272421,1.343461568860096
chr1,206584946,206584947,.,5.646784882145994,+,m:90,123,m:90,99,m:73.17,m:90.91,0.73170733,0.90909094,0.0036812933427198,-0.179090909090909,-0.4763969368963239,0.2117575844250517,0.741036289367596
chr1,206584947,206584948,.,14.033724318477,-,m:59,82,m:82,83,m:71.95,m:98.80,0.7195122,0.9879518,6.218993337e-07,-0.2684396121069644,-0.8963120525225214,0.5911404693388018,1.201483635706241
chr1,206585234,206585235,.,9.048449062221836,+,m:71,97,m:94,99,m:73.20,m:94.95,0.73195875,0.94949496,8.38088286094e-05,-0.2175361866083516,-0.635045476554204,0.3550360434898439,0.915054909618564
chr1,206585235,206585236,.,4.546052266006512,-,m:53,83,m:68,80,m:63.86,m:85.00,0.6385542,0.85,0.0073700999809798,-0.2114457831325301,-0.4946141879985295,0.1875297181004546,0.8016986578966044
chr1,206585379,206585380,.,5.676158888087514,+,m:94,120,m:96,102,m:78.33,m:94.12,0.78333336,0.9411765,0.0036828455709577,-0.1599999999999999,-0.478384314539654,0.21442689784841,0.742341731230898
chr1,206585380,206585381,.,6.898563132168306,-,m:58,77,m:83,87,m:75.32,m:95.40,0.7532467,0.954023,0.0007456859717989,-0.2007762352589938,-0.6074821697276214,0.300816595067099,0.9141477443881436
chr1,206585797,206585798,.,2.8029034353831435,+,m:70,105,m:78,95,m:66.67,m:82.11,0.6666667,0.8210526,0.0513762838705178,-0.1510526315789473,-0.3574042875606473,0.0798763957358177,0.634932179385477
chr1,206585798,206585799,.,2.017133313076698,-,m:26,65,m:34,57,m:40.00,m:59.65,0.4,0.5964912,0.0997322637136934,-0.1964912280701753,-0.3955587242772345,0.0398996447216018,0.7512178038328672
chr1,206585896,206585897,.,21.368422280840207,+,m:64,124,m:98,109,m:51.61,m:89.91,0.516129,0.89908254,7.2281889e-09,-0.38,-0.8919795970184432,0.634642759210952,1.1493164348259344
chr1,206585897,206585898,.,21.22289319986615,-,m:44,87,m:82,88,m:50.57,m:93.18,0.50574714,0.9318182,4.035602e-10,-0.4260710553814001,-1.0309445519782536,0.7346210121899175,1.3272680917665898
chr1,206586020,206586021,.,1.8388738145326329,+,m:23,107,m:32,92,m:21.50,m:34.78,0.21495327,0.3478261,0.2988317678332378,-0.1378260869565217,-0.2973659110360522,0.0186968035142273,0.5760350185578772
chr1,206586021,206586022,.,4.379126085768689,-,m:16,73,m:37,82,m:21.92,m:45.12,0.21917808,0.4512195,0.0092143423635298,-0.2320414300033411,-0.4986548306667895,0.1832665265714963,0.8140431347620827
chr1,206586120,206586121,.,1.6599163944008524,+,m:10,121,m:17,99,m:8.26,m:17.17,0.08264463,0.17171717,0.1357411042855085,-0.0917171717171717,-0.2713508288463911,0.0057379377625785,0.5369637199302038
chr1,206586121,206586122,.,3.2195305984022866,-,m:3,87,m:13,89,m:3.45,m:14.61,0.03448276,0.14606741,0.0142109963633843,-0.1115846571096474,-0.410766130061185,0.1152713623445252,0.7062608977778448
chr1,206586163,206586164,.,4.400793142697864,+,m:11,100,m:24,83,m:11.00,m:28.92,0.11,0.28915662,0.0053118138773179,-0.1791566265060241,-0.459361049185595,0.168333173199726,0.750388925171464
chr1,206586164,206586165,.,9.7350203254245,-,m:1,71,m:21,90,m:1.41,m:23.33,0.014084507,0.23333333,3.34573383796e-05,-0.2192488262910798,-0.7703430194196761,0.4592354341728943,1.0814506046664578
chr1,206586168,206586169,.,1.4904528039700151,+,m:7,70,m:12,53,m:10.00,m:22.64,0.1,0.2264151,0.5234084786958436,-0.1264150943396226,-0.3483159960274508,-0.0085570041563814,0.705188996211283
chr1,206586169,206586170,.,-0.2032180907039773,-,m:2,39,m:2,24,m:5.13,m:8.33,0.051282052,0.083333336,1.0,-0.032051282051282,-0.1288115458788347,-0.3796761415984047,0.6372992333560741
chr1,206586173,206586174,.,2.782236096745009,+,m:9,110,m:19,94,m:8.18,m:20.21,0.08181818,0.20212767,0.2213474820763373,-0.122127659574468,-0.3524232021036844,0.077125297799502,0.6277211064078667
chr1,206586174,206586175,.,0.4519089849615625,-,m:3,51,m:6,45,m:5.88,m:13.33,0.05882353,0.13333334,0.2212651997407668,-0.0745098039215686,-0.2576270429404767,-0.1432326252045926,0.6584867110855461
chr1,206586175,206586176,.,7.124864810827887,+,m:5,108,m:22,99,m:4.63,m:22.22,0.046296295,0.22222222,0.0020348422235275,-0.1722222222222222,-0.5480422811724432,0.2753305698268889,0.8207539925179976
chr1,206586176,206586177,.,5.414348261852041,-,m:1,60,m:12,63,m:1.67,m:19.05,0.016666668,0.1904762,0.0027029951583088,-0.1738095238095238,-0.6443453423981178,0.2907921632091165,0.9978985215871192
chr1,206586177,206586178,.,7.864702092483014,+,m:6,112,m:25,103,m:5.36,m:24.27,0.05357143,0.24271844,0.0008726902857653,-0.19,-0.5631521590217672,0.2955807551381469,0.8307235629053875
chr1,206586178,206586179,.,5.9020864964043085,-,m:4,81,m:19,80,m:4.94,m:23.75,0.049382716,0.2375,0.0032309696330811,-0.1881172839506172,-0.569895020393997,0.2609554586701701,0.8788345821178238
chr1,206586179,206586180,.,4.179274149233038,+,m:14,124,m:26,96,m:11.29,m:27.08,0.11290322,0.27083334,0.0102943999193377,-0.1608333333333333,-0.4093209543802993,0.1428726429437318,0.6757692658168669
chr1,206586180,206586181,.,7.624584201246421,-,m:4,87,m:23,92,m:4.60,m:25.00,0.04597701,0.25,0.0005829219257238,-0.2040229885057471,-0.6149964587357941,0.3218929168433494,0.9081000006282388
chr1,206586181,206586182,.,1.1690402208644173,+,m:23,115,m:30,99,m:20.00,m:30.30,0.2,0.3030303,0.102195979506352,-0.103030303030303,-0.2385874715056932,-0.0301253940136413,0.5073003370250279
chr1,206586182,206586183,.,7.631003874014169,-,m:4,92,m:21,86,m:4.35,m:24.42,0.04347826,0.24418604,0.0005339431036842,-0.2007077856420626,-0.6136064525344225,0.319628370012132,0.9075845350567128
chr1,206586183,206586184,.,1.6461825001819648,+,m:16,97,m:25,87,m:16.49,m:28.74,0.16494845,0.28735632,0.0664320693388134,-0.122407868230833,-0.2950683084464925,0.0056596573266326,0.5844769595663525
chr1,206586184,206586185,.,7.942388240648597,-,m:3,92,m:20,89,m:3.26,m:22.47,0.032608695,0.2247191,0.0002047705867321,-0.1921104054714215,-0.6246095310594049,0.333203549924936,0.9160155121938738
chr1,206586185,206586186,.,2.338051747569864,+,m:8,44,m:15,36,m:18.18,m:41.67,0.18181819,0.41666666,0.0663460102555622,-0.2348484848484848,-0.5223268873668132,0.0818577377635424,0.962796036970084
chr1,206586186,206586187,.,4.161713428110971,-,m:3,61,m:13,55,m:4.92,m:23.64,0.04918033,0.23636363,0.0149049234614337,-0.1871833084947839,-0.568157492299955,0.2037134765769914,0.9326015080229186
chr1,206586187,206586188,.,0.3611541729068293,+,m:6,20,m:7,14,m:30.00,m:50.00,0.3,0.5,0.4990460345778826,-0.2,-0.4115168200538885,-0.2714640411703277,1.0944976812781049
chr1,206586188,206586189,.,4.311572939947858,-,m:2,44,m:9,30,m:4.55,m:30.00,0.045454547,0.3,0.0113364218635463,-0.2545454545454545,-0.7295798340861839,0.2655167891828285,1.1936428789895392
chr1,206586227,206586228,.,9.679151789017284,+,m:3,113,m:22,104,m:2.65,m:21.15,0.026548672,0.21153846,0.0001285684707999,-0.18,-0.6285050314547975,0.362173818774536,0.894836244135059
chr1,206586228,206586229,.,11.979718170889214,-,m:2,86,m:24,88,m:2.33,m:27.27,0.023255814,0.27272728,3.9195651751e-06,-0.2494714587737843,-0.7927426627664911,0.4955540577253891,1.089931267807593
chr1,206586286,206586287,.,17.986622745665045,+,m:2,117,m:28,97,m:1.71,m:28.87,0.017094018,0.28865978,1.007794121e-07,-0.2686597938144329,-0.8721564523875802,0.6030177341992959,1.1412951705758645
chr1,206586287,206586288,.,5.16716154589875,-,m:2,68,m:15,76,m:2.94,m:19.74,0.029411765,0.19736843,0.0027131516788605,-0.1679566563467492,-0.575998748388232,0.2488328084137247,0.9031646883627392
chr1,206586303,206586304,.,0.5835129538809269,+,m:5,95,m:9,84,m:5.26,m:10.71,0.05263158,0.10714286,1.0,-0.0545112781954887,-0.2039916182484646,-0.0895523499508436,0.4975355864477729
chr1,206586304,206586305,.,-0.3120536225858927,-,m:1,49,m:1,56,m:2.04,m:1.79,0.020408163,0.017857144,1.0,0.0025510204081632,0.0186320060031297,-0.3647667390791181,0.4020307510853776
chr1,206586327,206586328,.,3.1691336368154737,+,m:21,96,m:5,69,m:21.88,m:7.25,0.21875,0.072463766,0.0851816031188723,0.1462862318840579,0.4282841702421862,0.1189485720792186,0.7376197684051539
chr1,206586328,206586329,.,0.2333168482552423,-,m:2,80,m:5,87,m:2.50,m:5.75,0.025,0.057471264,1.0,-0.032471264367816,-0.1666184314373339,-0.1369815263148284,0.4702183891894963
chr1,206586422,206586423,.,0.2608302239127056,+,m:1,118,m:0,98,m:0.85,m:0.00,0.008474576,0.0,1.0,0.01,0.1843759698241154,-0.0834920856872356,0.4522440253354665
chr1,206586423,206586424,.,-0.3331259619870934,-,m:3,92,m:3,97,m:3.26,m:3.09,0.032608695,0.030927835,1.0,0.0016808606006275,0.0095847861113741,-0.2756478477789934,0.2948174200017417
chr1,206586453,206586454,.,-0.3233014922872712,+,m:2,124,m:2,110,m:1.61,m:1.82,0.016129032,0.018181818,1.0,0.0,-0.0158158617266871,-0.2408977131654524,0.2725294366188266
chr1,206586454,206586455,.,0.333574172622491,-,m:0,87,m:1,90,m:0.00,m:1.11,0.0,0.011111111,1.0,-0.0111111111111111,-0.2112108829258981,-0.0834712761437144,0.5058930419955108
chr1,206586494,206586495,.,-0.2765103161215165,+,m:3,110,m:2,99,m:2.73,m:2.02,0.027272727,0.02020202,1.0,0.0097979797979797,0.0465756151874747,-0.224947804181549,0.3180990345564986
chr1,206586495,206586496,.,1.6645160990829029,-,m:9,81,m:3,89,m:11.11,m:3.37,0.11111111,0.033707865,0.1524645089047007,0.0774032459425717,0.3103849665309063,0.0094067676544458,0.6113631654073668
chr1,206586496,206586497,.,-0.3185025888649306,+,m:2,99,m:2,85,m:2.02,m:2.35,0.02020202,0.023529412,1.0,-0.0033273915626856,-0.022768441759359,-0.2670526194751249,0.3125895029938429
chr1,206586497,206586498,.,3.0614377249038114,-,m:13,60,m:4,66,m:21.67,m:6.06,0.21666667,0.060606062,0.0557188393057317,0.156060606060606,0.4708615907442374,0.1212500417303298,0.8204731397581451
chr1,206586508,206586509,.,0.1367842426382708,+,m:5,121,m:2,104,m:4.13,m:1.92,0.041322313,0.01923077,1.0,0.02,0.1311643506890775,-0.1309133049868525,0.3932420063650076
chr1,206586509,206586510,.,-0.3296996033404866,-,m:2,85,m:2,88,m:2.35,m:2.27,0.023529412,0.022727273,1.0,0.0008021390374331,0.0053367222479036,-0.2927347026302422,0.3034081471260496
chr1,206586510,206586511,.,-0.1374891861219112,+,m:4,128,m:2,108,m:3.12,m:1.85,0.03125,0.018518519,1.0,0.0099999999999999,0.0824085783421972,-0.1736782432462009,0.3384953999305954
chr1,206586511,206586512,.,-0.3170099714327534,-,m:1,85,m:1,88,m:1.18,m:1.14,0.011764706,0.011363637,1.0,0.0004010695187165,0.0037514938683107,-0.2943199310098351,0.3018229187464567
chr1,206586518,206586519,.,0.6191638967966924,+,m:9,116,m:3,90,m:7.76,m:3.33,0.077586204,0.033333335,1.0,0.0466666666666666,0.1973454454877926,-0.0779705549586378,0.4726614459342231
chr1,206586519,206586520,.,1.0408037973497244,-,m:0,89,m:2,90,m:0.00,m:2.22,0.0,0.022222223,1.0,-0.0222222222222222,-0.2992578223694911,0.0062640776496168,0.5922515670893653
chr1,206586536,206586537,.,3.791589222507128,+,m:11,107,m:1,87,m:10.28,m:1.15,0.10280374,0.011494253,0.1860219930985863,0.0885057471264367,0.4379540991929552,0.1550120850027844,0.720896113383126
chr1,206586537,206586538,.,-0.2008205239099254,-,m:3,85,m:4,77,m:3.53,m:5.19,0.03529412,0.051948052,1.0,-0.0166539343009931,-0.0819035644566142,-0.2264512778566968,0.3902584067699254
chr1,206586546,206586547,.,4.426117300322858,+,m:7,112,m:0,106,m:6.25,m:0.00,0.0625,0.0,1.0,0.06,0.5053605102841573,0.2397688744516232,0.7709521461166914
chr1,206586547,206586548,.,-0.3455138747256683,-,m:0,90,m:0,87,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2946821590696126,0.2946821590696126
chr1,206586578,206586579,.,2.452144333706769,+,m:9,129,m:1,98,m:6.98,m:1.02,0.069767445,0.010204081,1.0,0.0597959183673469,0.3322388159635565,0.0696034985691617,0.5948741333579513
chr1,206586579,206586580,.,0.3031118981353415,-,m:5,85,m:2,82,m:5.88,m:2.44,0.05882353,0.024390243,1.0,0.0344332855093256,0.1763259623864504,-0.1270561266919747,0.4797080514648756
chr1,206586580,206586581,.,1.6679333043734914,+,m:3,105,m:0,99,m:2.86,m:0.00,0.028571429,0.0,1.0,0.03,0.3396925771256703,0.0651239400742137,0.614261214177127
chr1,206586581,206586582,.,-0.0950142155770947,-,m:9,68,m:6,64,m:13.24,m:9.38,0.13235295,0.09375,1.0,0.0386029411764705,0.122327317005769,-0.2190153781762747,0.4636700121878128
chr1,206586591,206586592,.,2.0939525082247883,+,m:15,79,m:4,61,m:18.99,m:6.56,0.18987341,0.06557377,0.098339383465264,0.1242996472297157,0.3838142431085025,0.0497471902779037,0.7178812959391013
chr1,206586592,206586593,.,-0.3302693547159379,-,m:2,83,m:2,83,m:2.41,m:2.41,0.024096385,0.024096385,1.0,0.0,0.0,-0.3042454153932483,0.3042454153932483
chr1,206586599,206586600,.,-0.3456804574199736,+,m:0,112,m:0,99,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2703726203241167,0.2703726203241167
chr1,206586600,206586601,.,0.3392992846456764,-,m:0,89,m:1,91,m:0.00,m:1.10,0.0,0.010989011,1.0,-0.0109890109890109,-0.210042868466147,-0.0821493488393887,0.5022350857716829
chr1,206586607,206586608,.,2.7287418694464805,+,m:5,112,m:0,93,m:4.46,m:0.00,0.04464286,0.0,1.0,0.04,0.4257862030070247,0.1508230267540011,0.7007493792600482
chr1,206586608,206586609,.,0.2814316609530465,-,m:3,86,m:1,92,m:3.49,m:1.09,0.034883723,0.010869565,1.0,0.0240141557128412,0.1668562564522887,-0.1271218260700016,0.4608343389745791
chr1,206586611,206586612,.,-0.3167055720489315,+,m:1,109,m:1,103,m:0.92,m:0.97,0.0091743115,0.009708738,1.0,0.0,-0.0055267525206771,-0.2638028934153508,0.2748563984567052
chr1,206586612,206586613,.,3.4903316895314163,-,m:6,79,m:0,68,m:7.59,m:0.00,0.07594936,0.0,1.0,0.0759493670886076,0.5584050032877235,0.2341857834653314,0.8826242231101155
chr1,206586627,206586628,.,3.958907872961959,+,m:7,113,m:0,93,m:6.19,m:0.00,0.061946902,0.0,1.0,0.06,0.5030708236292634,0.22866014667359,0.7774815005849367
chr1,206586628,206586629,.,0.3877796630312105,-,m:1,80,m:0,86,m:1.25,m:0.00,0.0125,0.0,1.0,0.0125,0.2240752869783308,-0.0803690611063416,0.5285196350630034
chr1,206586655,206586656,.,1.1200032247372178,+,m:8,100,m:2,82,m:8.00,m:2.44,0.08,0.024390243,1.0,0.0556097560975609,0.2598817330333272,-0.0321142378222549,0.5518777038889093
chr1,206586656,206586657,.,0.332962051496338,-,m:1,86,m:0,83,m:1.16,m:0.00,0.011627907,0.0,1.0,0.0116279069767441,0.2160857047274419,-0.0854947359777367,0.5176661454326207
chr1,206586666,206586667,.,3.2383063658588185,+,m:12,109,m:2,96,m:11.01,m:2.08,0.110091746,0.020833334,0.0754590023600662,0.0891666666666666,0.3867366786755926,0.1124048767948133,0.6610684805563719
chr1,206586667,206586668,.,1.1706733198519714,-,m:2,83,m:0,93,m:2.41,m:0.00,0.024096385,0.0,1.0,0.0240963855421686,0.3117207495594161,0.0157669605676663,0.6076745385511658
chr1,206586678,206586679,.,-0.3456824083239667,+,m:0,114,m:0,98,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2699917898638942,0.2699917898638942
chr1,206586679,206586680,.,-0.3143852884992952,-,m:1,87,m:1,97,m:1.15,m:1.03,0.011494253,0.010309278,1.0,0.0011849745230477,0.0114156421967621,-0.2779930089230977,0.3008242933166221
chr1,206586683,206586684,.,2.1788156665887186,+,m:4,110,m:0,95,m:3.64,m:0.00,0.036363635,0.0,1.0,0.04,0.3837351168202349,0.1092196135161653,0.6582506201243046
chr1,206586684,206586685,.,0.1534975556143081,-,m:1,85,m:3,90,m:1.18,m:3.33,0.011764706,0.033333335,1.0,-0.0215686274509803,-0.1498499486811118,-0.1465897736405215,0.4462896710027451
chr1,206586718,206586719,.,0.9593293876831694,+,m:2,114,m:0,104,m:1.75,m:0.00,0.01754386,0.0,1.0,0.02,0.2656872324733562,-8.35545672947e-05,0.5314580195140073
chr1,206586719,206586720,.,0.1986708466188815,-,m:1,88,m:3,89,m:1.14,m:3.37,0.011363637,0.033707865,1.0,-0.0223442288049029,-0.1556822673183346,-0.1389622639455867,0.450326798582256
chr1,206586769,206586770,.,0.45546613188489,+,m:10,98,m:4,78,m:10.20,m:5.13,0.10204082,0.051282052,1.0,0.0507587650444793,0.1933993116436416,-0.1040028259663948,0.4908014492536782
chr1,206586770,206586771,.,0.3849421648410498,-,m:1,86,m:0,92,m:1.16,m:0.00,0.011627907,0.0,1.0,0.0116279069767441,0.2160857047274419,-0.0778923777948484,0.5100637872497323
chr1,206586802,206586803,.,1.39374460895948,+,m:13,96,m:4,76,m:13.54,m:5.26,0.13541667,0.05263158,0.0673160579995057,0.0827850877192982,0.2907381774406585,-0.0101948829689681,0.5916712378502851
chr1,206586803,206586804,.,0.334133608209072,-,m:0,91,m:1,94,m:0.00,m:1.06,0.0,0.010638298,1.0,-0.0106382978723404,-0.2066517602931236,-0.081584976423962,0.4948884970102094
chr1,206586817,206586818,.,1.614381471588331,+,m:14,98,m:4,75,m:14.29,m:5.33,0.14285715,0.053333335,0.0541729083642189,0.0895238095238095,0.3091057878342119,0.0084099110127524,0.6098016646556714
chr1,206586818,206586819,.,0.4026065009697674,-,m:3,65,m:1,77,m:4.62,m:1.30,0.046153847,0.012987013,1.0,0.0331668331668331,0.2046272728956968,-0.125506703037783,0.5347612488291769
chr1,206586822,206586823,.,0.278824252610832,+,m:1,125,m:0,108,m:0.80,m:0.00,0.008,0.0,1.0,0.01,0.1791248191442868,-0.0783644694098746,0.4366141076984483
chr1,206586823,206586824,.,0.2525218797507023,-,m:3,76,m:1,79,m:3.95,m:1.27,0.039473683,0.012658228,1.0,0.026815456362425,0.1745264372168495,-0.1403887447291016,0.4894416191628007
chr1,206586829,206586830,.,0.0420395581327284,+,m:3,116,m:1,97,m:2.59,m:1.03,0.02586207,0.010309278,1.0,0.0196907216494845,0.1196167304457483,-0.1500473060346604,0.3892807669261572
chr1,206586830,206586831,.,1.5001355556524911,-,m:6,92,m:1,84,m:6.52,m:1.19,0.06521739,0.011904762,1.0,0.0533126293995859,0.2978219378744406,0.0020405324264834,0.593603343322398
chr1,206586832,206586833,.,0.1494229542225298,+,m:7,113,m:3,92,m:6.19,m:3.26,0.061946902,0.032608695,1.0,0.027391304347826,0.1399210794692225,-0.1353064590948912,0.4151486180333363
chr1,206586833,206586834,.,1.240544585392087,-,m:9,62,m:2,45,m:14.52,m:4.44,0.14516129,0.044444446,0.1095651085747689,0.1007168458781362,0.3569316466660073,-0.0268974361403669,0.7407607294723817
chr1,206586846,206586847,.,1.571326133783998,+,m:3,101,m:0,89,m:2.97,m:0.00,0.02970297,0.0,1.0,0.03,0.3464206073350567,0.0614702530469258,0.6313709616231876
chr1,206586847,206586848,.,0.4206636125995828,-,m:1,70,m:0,80,m:1.43,m:0.00,0.014285714,0.0,1.0,0.0142857142857142,0.2396185693017967,-0.0811558349318481,0.5603929735354416
chr1,206586880,206586881,.,0.8821989561547525,+,m:7,107,m:2,94,m:6.54,m:2.13,0.06542056,0.021276595,1.0,0.0487234042553191,0.2245228822119321,-0.0525476277750135,0.501593392198878
chr1,206586881,206586882,.,0.3511211530248772,-,m:1,76,m:0,76,m:1.32,m:0.00,0.013157895,0.0,1.0,0.0131578947368421,0.2299218418617318,-0.0880263010754675,0.5478699847989312
chr1,206586906,206586907,.,0.923199243751128,+,m:2,115,m:0,101,m:1.74,m:0.00,0.017391304,0.0,1.0,0.02,0.2645227281019437,-0.0027565930110317,0.5318020492149191
