chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high
chr1,206586020,206586021,.,2.3322768585443896,+,m:16,91,m:28,86,m:17.58,m:32.56,0.17582418,0.3255814,0.0749562898437422,-0.1497572195246614,-0.3490872860796934,0.0543298281308475,0.6438447440285393
chr1,206586021,206586022,.,3.423406018122961,-,m:12,62,m:31,76,m:19.35,m:40.79,0.19354838,0.40789473,0.0185378447523809,-0.214346349745331,-0.4744610322222921,0.13904409163102,0.8098779728135641
chr1,206586120,206586121,.,1.815692758715727,+,m:7,104,m:15,94,m:6.73,m:15.96,0.067307696,0.15957446,0.0712637849817143,-0.0895744680851063,-0.2969933744991069,0.0180602512526744,0.5759264977455394
chr1,206586121,206586122,.,1.8404584264616235,-,m:3,75,m:11,84,m:4.00,m:13.10,0.04,0.13095239,0.0571222422520988,-0.0909523809523809,-0.3378376679714609,0.0264679463062043,0.6492073896367174
chr1,206586163,206586164,.,4.827493751499503,+,m:8,90,m:22,80,m:8.89,m:27.50,0.08888889,0.275,0.0050064835822554,-0.1861111111111111,-0.4985390902871652,0.1973728387844996,0.7997053417898308
chr1,206586164,206586165,.,7.966308201904951,-,m:1,62,m:19,84,m:1.61,m:22.62,0.016129032,0.22619048,0.0001923223289255,-0.2100614439324116,-0.7365922523376365,0.4084296922179406,1.0647548124573325
chr1,206586168,206586169,.,1.1245181220028255,+,m:6,67,m:10,50,m:8.96,m:20.00,0.08955224,0.2,0.6396894655461436,-0.1104477611940298,-0.3194762805786609,-0.0468082846065229,0.6857608457638449
chr1,206586169,206586170,.,0.1257795709882145,-,m:1,34,m:2,23,m:2.94,m:8.70,0.029411765,0.08695652,1.0,-0.057544757033248,-0.2539668781366544,-0.2751871936490812,0.78312094992239
chr1,206586173,206586174,.,3.090510920265615,+,m:7,99,m:18,91,m:7.07,m:19.78,0.07070707,0.1978022,0.0801342647089389,-0.1270951270951271,-0.383497890430625,0.0988640070911908,0.6681317737700592
chr1,206586174,206586175,.,0.3866816433563969,-,m:2,44,m:5,44,m:4.55,m:11.36,0.045454547,0.11363637,0.3581377766147709,-0.0681818181818181,-0.2579699899272407,-0.1598957356078953,0.6758357154623768
chr1,206586175,206586176,.,7.056713197056524,+,m:4,98,m:21,96,m:4.08,m:21.88,0.040816326,0.21875,0.0006126020634647,-0.1779336734693877,-0.5665284338339581,0.2850790503851129,0.8479778172828034
chr1,206586176,206586177,.,4.826965637746952,-,m:1,53,m:12,62,m:1.89,m:19.35,0.018867925,0.19354838,0.0046346966692287,-0.1746804625684723,-0.6354742479984358,0.2688145033516607,1.0021339926452109
chr1,206586177,206586178,.,6.495649319995323,+,m:6,101,m:24,100,m:5.94,m:24.00,0.05940594,0.24,0.0038369920597798,-0.18,-0.5315185007753271,0.2550246781383865,0.8080123234122678
chr1,206586178,206586179,.,5.582284584568697,-,m:3,69,m:18,77,m:4.35,m:23.38,0.04347826,0.23376623,0.0031561541199307,-0.1902879728966685,-0.5891717765716085,0.2642681111023282,0.9140754420408888
chr1,206586179,206586180,.,3.7011684282757074,+,m:12,109,m:25,95,m:11.01,m:26.32,0.110091746,0.2631579,0.0177949156651544,-0.1531578947368421,-0.4009032765140998,0.1258048393808737,0.676001713647326
chr1,206586180,206586181,.,7.892229732944997,-,m:2,74,m:20,86,m:2.70,m:23.26,0.027027028,0.23255815,0.0002035811861449,-0.2055311125078567,-0.6761288628474016,0.3653560656030474,0.9869016600917556
chr1,206586181,206586182,.,0.8415712207213346,+,m:18,95,m:27,95,m:18.95,m:28.42,0.18947369,0.28421053,0.193000395283296,-0.0947368421052631,-0.2238426357387284,-0.0605388286322305,0.5082241001096874
chr1,206586182,206586183,.,5.462855421625989,-,m:4,80,m:19,83,m:5.00,m:22.89,0.05,0.22891566,0.0046890381637917,-0.1789156626506023,-0.546753615188023,0.2396691452899481,0.8538380850860979
chr1,206586183,206586184,.,0.6834696084719383,+,m:14,80,m:22,82,m:17.50,m:26.83,0.175,0.2682927,0.4132919961725312,-0.0932926829268293,-0.225739766029411,-0.0822623346900959,0.533741866748918
chr1,206586184,206586185,.,7.054073168584154,-,m:2,77,m:18,85,m:2.60,m:21.18,0.025974026,0.21176471,0.0004171133436198,-0.1857906799083269,-0.6326524825176646,0.3242976402043535,0.9410073248309756
chr1,206586185,206586186,.,1.7550578200944784,+,m:7,38,m:14,35,m:18.42,m:40.00,0.18421052,0.4,0.1213741705871381,-0.2157894736842105,-0.4822301566182,0.0230493775096225,0.9414109357267776
chr1,206586186,206586187,.,2.0101781768873934,-,m:3,51,m:10,50,m:5.88,m:20.00,0.05882353,0.2,0.1075962721546694,-0.1411764705882353,-0.437337898267142,0.0472713675467056,0.8274044289875784
chr1,206586187,206586188,.,-0.2859848269237659,+,m:4,10,m:6,13,m:40.00,m:46.15,0.4,0.46153846,0.9231807263007006,-0.0615384615384615,-0.1243587725653581,-0.700045687897162,0.9487632330278782
chr1,206586188,206586189,.,2.480570034987508,-,m:2,36,m:7,26,m:5.56,m:26.92,0.055555556,0.26923078,0.0700022424368987,-0.2136752136752136,-0.615185468661965,0.110749540476562,1.1196213968473678
chr1,206586227,206586228,.,7.674937299704197,+,m:3,97,m:21,102,m:3.09,m:20.59,0.030927835,0.20588236,0.0001754741281941,-0.1790721649484536,-0.5883564497545781,0.3103923707051875,0.8663205288039688
chr1,206586228,206586229,.,11.920469903957638,-,m:1,76,m:22,84,m:1.32,m:26.19,0.013157895,0.26190478,4.0346454386e-06,-0.2487468671679198,-0.8445571550854228,0.5342715391991593,1.1548427709716864
chr1,206586286,206586287,.,15.6069887274532,+,m:2,102,m:27,94,m:1.96,m:28.72,0.019607844,0.28723404,1.359260633e-07,-0.2672340425531915,-0.8502673160249699,0.5700389374012641,1.1304956946486755
chr1,206586287,206586288,.,8.829715866087753,-,m:0,60,m:14,72,m:0.00,m:19.44,0.0,0.19444445,0.0003429649517027,-0.1944444444444444,-0.9133327787801048,0.5707281839333658,1.2559373736268438
chr1,206586303,206586304,.,0.1002158542714823,+,m:5,84,m:8,81,m:5.95,m:9.88,0.05952381,0.09876543,1.0,-0.0392416225749559,-0.1464492569919432,-0.158767174686865,0.4516656886707515
chr1,206586304,206586305,.,-0.3080037004984604,-,m:1,45,m:1,54,m:2.22,m:1.85,0.022222223,0.018518519,1.0,0.0037037037037037,0.0262451990214648,-0.3693605110992701,0.4218509091421999
chr1,206586327,206586328,.,2.8438026263181087,+,m:17,85,m:4,65,m:20.00,m:6.15,0.2,0.06153846,0.0539147267167951,0.1384615384615384,0.4259213789676366,0.1029771118612919,0.7488656460739813
chr1,206586328,206586329,.,0.7801071025147905,-,m:1,68,m:5,84,m:1.47,m:5.95,0.014705882,0.05952381,1.0,-0.0448179271708683,-0.2497912195380989,-0.0699331838284676,0.5695156229046655
chr1,206586422,206586423,.,0.3146685645284606,+,m:1,101,m:0,94,m:0.99,m:0.00,0.00990099,0.0,1.0,0.01,0.1993373033990756,-0.0815556102678953,0.4802302170660466
chr1,206586423,206586424,.,0.925231433547026,-,m:0,79,m:2,90,m:0.00,m:2.22,0.0,0.022222223,1.0,-0.0222222222222222,-0.2992578223694911,-0.0029158641204726,0.6014315088594548
chr1,206586453,206586454,.,1.0790991975908923,+,m:0,107,m:2,104,m:0.00,m:1.92,0.0,0.01923077,1.0,-0.02,-0.2782468279512469,0.0083605771886555,0.5481330787138383
chr1,206586454,206586455,.,-0.345412426650455,-,m:0,77,m:0,85,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.3083548423133111,0.3083548423133111
chr1,206586494,206586495,.,-0.3299359649992652,+,m:2,98,m:2,95,m:2.04,m:2.11,0.020408163,0.021052632,1.0,-0.0006444683136412,-0.0045233526147405,-0.2776733306289211,0.2867200358584022
chr1,206586495,206586496,.,0.7288407131013344,-,m:5,69,m:2,85,m:7.25,m:2.35,0.072463766,0.023529412,1.0,0.0489343563512361,0.2371037391602134,-0.0804918361026995,0.5546993144231264
chr1,206586496,206586497,.,-0.1946443667716266,+,m:2,89,m:1,81,m:2.25,m:1.23,0.02247191,0.012345679,1.0,0.0101262311000138,0.0782650509092664,-0.222713147967194,0.3792432497857269
chr1,206586497,206586498,.,4.339385538468832,-,m:11,53,m:2,62,m:20.75,m:3.23,0.20754717,0.032258064,0.0076466577925552,0.1752891052951917,0.5848621691239513,0.2182024244771762,0.9515219137707264
chr1,206586508,206586509,.,-0.2486838424561597,+,m:3,104,m:2,100,m:2.88,m:2.00,0.028846154,0.02,1.0,0.0099999999999999,0.0575436670402454,-0.2169589600001474,0.3320462940806383
chr1,206586509,206586510,.,-0.1917368685226108,-,m:1,76,m:2,83,m:1.32,m:2.41,0.013157895,0.024096385,1.0,-0.0109384908053265,-0.0817989076976842,-0.2293733069881903,0.3929711223835588
chr1,206586510,206586511,.,-0.3171556012777614,+,m:1,108,m:1,104,m:0.93,m:0.96,0.009259259,0.009615385,1.0,0.0,-0.0036834695696259,-0.2655862227459241,0.272953161885176
chr1,206586511,206586512,.,-0.3157470036199186,-,m:1,76,m:1,82,m:1.32,m:1.22,0.013157895,0.0121951215,1.0,0.0009627727856225,0.008607403653152,-0.3034704225177562,0.3206852298240603
chr1,206586518,206586519,.,-0.3245886326520804,+,m:4,101,m:3,85,m:3.96,m:3.53,0.03960396,0.03529412,1.0,0.0047058823529411,0.0227093431418596,-0.26578308125449,0.3112017675382094
chr1,206586519,206586520,.,0.2967491991766451,-,m:0,77,m:1,86,m:0.00,m:1.16,0.0,0.011627907,1.0,-0.0116279069767441,-0.2160857047274419,-0.0914158422856664,0.5235872517405503
chr1,206586536,206586537,.,1.671057505800377,+,m:6,87,m:1,85,m:6.90,m:1.18,0.06896552,0.011764706,1.0,0.0572008113590263,0.3141001553634635,0.0151882414605964,0.6130120692663306
chr1,206586537,206586538,.,-0.2539857532264591,-,m:3,76,m:4,75,m:3.95,m:5.33,0.039473683,0.053333335,1.0,-0.013859649122807,-0.066066138187169,-0.252940071378092,0.38507234775243
chr1,206586546,206586547,.,4.066743893719661,+,m:6,96,m:0,101,m:6.25,m:0.00,0.0625,0.0,1.0,0.0625,0.5053605102841573,0.2259872084130874,0.7847338121552272
chr1,206586547,206586548,.,-0.3454367408510848,-,m:0,81,m:0,84,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.3052164316788083,0.3052164316788083
chr1,206586578,206586579,.,1.8026908964464496,+,m:7,110,m:1,93,m:6.36,m:1.08,0.06363636,0.010752688,1.0,0.0492473118279569,0.3022714829707598,0.0261766410412714,0.5783663249002481
chr1,206586579,206586580,.,1.847518568747887,-,m:3,73,m:0,77,m:4.11,m:0.00,0.04109589,0.0,1.0,0.0410958904109589,0.4082720764397229,0.0880974378991562,0.7284467149802898
chr1,206586580,206586581,.,1.741875598060176,+,m:3,96,m:0,95,m:3.12,m:0.00,0.03125,0.0,1.0,0.03125,0.3554212016902235,0.0717812808613976,0.6390611225190495
chr1,206586581,206586582,.,0.7176544693192,-,m:9,61,m:4,60,m:14.75,m:6.67,0.14754099,0.06666667,0.1538030129052696,0.0808743169398907,0.2661739226504396,-0.0901953359055038,0.6225431812063831
chr1,206586591,206586592,.,0.7563942317320596,+,m:10,68,m:4,60,m:14.71,m:6.67,0.14705883,0.06666667,0.142207636245309,0.0803921568627451,0.2648134522359565,-0.0823412037302732,0.6119681082021863
chr1,206586592,206586593,.,0.2982560026944725,-,m:0,70,m:1,78,m:0.00,m:1.28,0.0,0.012820513,1.0,-0.0128205128205128,-0.2269421004904038,-0.0957457598529228,0.5496299608337305
chr1,206586599,206586600,.,-0.3456117575353232,+,m:0,99,m:0,96,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2807450986203371,0.2807450986203371
chr1,206586600,206586601,.,0.3023475386140717,-,m:0,77,m:1,85,m:0.00,m:1.18,0.0,0.011764706,1.0,-0.0117647058823529,-0.2173580815614918,-0.0909967607518192,0.525712923874803
chr1,206586607,206586608,.,1.6301019319575405,+,m:3,97,m:0,89,m:3.09,m:0.00,0.030927835,0.0,1.0,0.0309278350515463,0.3535649580486666,0.0658756692072794,0.641254246890054
chr1,206586608,206586609,.,1.209324876014449,-,m:2,75,m:0,87,m:2.67,m:0.00,0.026666667,0.0,1.0,0.0266666666666666,0.3280678860539442,0.0192408308417647,0.6368949412661238
chr1,206586611,206586612,.,-0.3456071047970681,+,m:0,97,m:0,97,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2814344266594923,0.2814344266594923
chr1,206586612,206586613,.,3.0663193570971714,-,m:5,71,m:0,67,m:7.04,m:0.00,0.07042254,0.0,1.0,0.0704225352112676,0.5371804060251387,0.2033537143247744,0.8710070977255031
chr1,206586627,206586628,.,3.134818347501664,+,m:5,91,m:0,89,m:5.49,m:0.00,0.054945055,0.0,1.0,0.0549450549450549,0.4732100945837504,0.1810178772782146,0.7654023118892863
chr1,206586628,206586629,.,0.456531055461852,-,m:1,68,m:0,83,m:1.47,m:0.00,0.014705882,0.0,1.0,0.0147058823529411,0.2431340441969754,-0.0774508554391444,0.5637189438330953
chr1,206586655,206586656,.,1.4928439801790887,+,m:6,88,m:1,80,m:6.82,m:1.25,0.06818182,0.0125,1.0,0.0556818181818181,0.3042819853734736,0.0015095024710011,0.607054468275946
chr1,206586656,206586657,.,-0.3453474907602185,-,m:0,75,m:0,78,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.3169683312300606,0.3169683312300606
chr1,206586666,206586667,.,2.7133649344939954,+,m:10,94,m:2,93,m:10.64,m:2.15,0.10638298,0.021505376,0.1288601720394859,0.0848776023793182,0.3701299251307692,0.0834723035269792,0.6567875467345592
chr1,206586667,206586668,.,1.234005462221404,-,m:2,75,m:0,89,m:2.67,m:0.00,0.026666667,0.0,1.0,0.0266666666666666,0.3280678860539442,0.0208514971648212,0.6352842749430673
chr1,206586678,206586679,.,-0.3456157703461713,+,m:0,101,m:0,95,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.2801261401374964,0.2801261401374964
chr1,206586679,206586680,.,0.431210685773749,-,m:1,78,m:0,91,m:1.28,m:0.00,0.012820513,0.0,1.0,0.0128205128205128,0.2269421004904038,-0.0754869081291762,0.5293711091099839
chr1,206586683,206586684,.,1.0089186215351449,+,m:2,96,m:0,92,m:2.08,m:0.00,0.020833334,0.0,1.0,0.0208333333333333,0.2896869983442349,0.0037321361188217,0.5756418605696481
chr1,206586684,206586685,.,0.0912398181023093,-,m:1,75,m:3,85,m:1.33,m:3.53,0.013333334,0.03529412,1.0,-0.0219607843137254,-0.1465242311058639,-0.1639803326725531,0.4570287948842809
chr1,206586718,206586719,.,0.3551060513939319,+,m:1,99,m:0,100,m:1.01,m:0.00,0.01010101,0.0,1.0,0.0101010101010101,0.2013475070070753,-0.0765323277369862,0.4792273417511368
chr1,206586719,206586720,.,0.1389171172885426,-,m:1,79,m:3,85,m:1.27,m:3.53,0.012658228,0.03529412,1.0,-0.0226358897989575,-0.1524856173771032,-0.1538143894888473,0.4587856242430538
chr1,206586769,206586770,.,0.1514503230121704,+,m:8,86,m:4,76,m:9.30,m:5.26,0.093023255,0.05263158,1.0,0.040391676866585,0.1569161228864604,-0.1516509470037525,0.4654831927766734
chr1,206586770,206586771,.,-0.3453988207129157,-,m:0,74,m:0,87,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.3099456480957491,0.3099456480957491
chr1,206586802,206586803,.,1.151654074259909,+,m:9,77,m:3,72,m:11.69,m:4.17,0.116883114,0.041666668,0.1516663993356879,0.0752164502164502,0.2866992370303023,-0.0346147376506832,0.6080132117112879
chr1,206586803,206586804,.,0.297339478929473,-,m:0,78,m:1,87,m:0.00,m:1.15,0.0,0.011494253,1.0,-0.0114942528735632,-0.2148354169813696,-0.0907855429487688,0.520456376911508
chr1,206586817,206586818,.,0.3801976327659702,+,m:9,82,m:4,71,m:10.98,m:5.63,0.1097561,0.056338027,1.0,0.0534180693919615,0.1960636134980071,-0.1216660083529402,0.5137932353489546
chr1,206586818,206586819,.,2.1139227331958352,-,m:3,59,m:0,73,m:5.08,m:0.00,0.050847456,0.0,1.0,0.0508474576271186,0.4548997306087553,0.1117784763729664,0.7980209848445443
chr1,206586822,206586823,.,0.3217905192134367,+,m:1,109,m:0,103,m:0.92,m:0.00,0.0091743115,0.0,1.0,0.01,0.1918593820790119,-0.077470263857016,0.4611890280150399
chr1,206586823,206586824,.,0.3155046274818005,-,m:3,70,m:1,77,m:4.29,m:1.30,0.042857144,0.012987013,1.0,0.0298701298701298,0.1886379058072431,-0.1350394933824491,0.5123153049969353
chr1,206586829,206586830,.,0.1020811310426097,+,m:3,105,m:1,94,m:2.86,m:1.06,0.028571429,0.010638298,1.0,0.0193617021276595,0.1330408168325466,-0.1452610072734452,0.4113426409385385
chr1,206586830,206586831,.,0.2641291980437756,-,m:3,78,m:1,82,m:3.85,m:1.22,0.03846154,0.0121951215,1.0,0.0262664165103189,0.1734766889417622,-0.1365177156031163,0.4834710934866408
chr1,206586832,206586833,.,-0.3128564420577504,+,m:4,102,m:3,90,m:3.92,m:3.33,0.039215688,0.033333335,1.0,0.0066666666666666,0.0314863923085113,-0.2519641973410563,0.3149369819580789
chr1,206586833,206586834,.,0.8552718290398929,-,m:7,52,m:2,44,m:13.46,m:4.55,0.13461539,0.045454547,0.1678712402419456,0.0891608391608391,0.3216485299631301,-0.0798238730470574,0.7231209329733177
chr1,206586846,206586847,.,0.9632372592447496,+,m:2,93,m:0,85,m:2.15,m:0.00,0.021505376,0.0,1.0,0.021505376344086,0.2943557690966996,0.0002475543027147,0.5884639838906844
chr1,206586847,206586848,.,0.4704405025715346,-,m:1,60,m:0,75,m:1.67,m:0.00,0.016666668,0.0,1.0,0.0166666666666666,0.2589215487961019,-0.0805541714267495,0.5983972690189534
chr1,206586880,206586881,.,0.2892960954162618,+,m:5,94,m:2,90,m:5.32,m:2.22,0.05319149,0.022222223,1.0,0.0309692671394799,0.1661981170959052,-0.1228511157077192,0.4552473498995298
chr1,206586881,206586882,.,-0.3451885588283687,-,m:0,64,m:0,72,m:0.00,m:0.00,0.0,0.0,1.0,0.0,0.0,-0.3367141054443792,0.3367141054443792
chr1,206586906,206586907,.,0.320320843405625,+,m:1,103,m:0,97,m:0.97,m:0.00,0.009708738,0.0,1.0,0.01,0.1973861345996891,-0.0799194458712902,0.4746917150706684
